input_text,target_text
jlak,kelak
dbi,budi
ikabar,kabar
mmerankan,memerankan
wkpada,kepada
uengatakan,mengatakan
msisi,musisi
wura,suara
umda,muda
edpan,depan
alng,ulang
wqksara,aksara
erpunggu,perunggu
ropgram,program
negambilan,pengambilan
qrbon,karbon
wsrategis,strategis
edhancurkan,dihancurkan
qaibatnya,akibatnya
uitdak,tidak
uika,ka
mjakin,makin
porupsi,korupsi
poenguasa,penguasa
ikebudayaan,kebudayaan
yuduhan,tuduhan
riua,rusia
ee,se
aksud,maksud
winyatakan,dinyatakan
ujenemui,menemui
rtahap,tahap
tgakar,bakar
eeori,teori
oasukannya,pasukannya
emncakup,mencakup
oar,air
ujmanusia,manusia
ereja,gereja
iopuisi,puisi
herita,berita
qsuk,masuk
ubu,ibu
ngganti,pengganti
wlpas,lepas
uenambahkan,menambahkan
whrbivora,herbivora
wmbaca,membaca
oenderita,penderita
qtnjung,tanjung
isenario,skenario
wlanggan,pelanggan
mjanusia,manusia
pnyebab,penyebab
ertata,tata
wedakan,ledakan
hyancur,hancur
ertentara,tentara
ns,nasi
ujmengajar,mengajar
jmerekam,merekam
qalaman,halaman
jmemanfaatkan,memanfaatkan
ofrmasi,formasi
wrperang,berperang
ilng,ulang
oinflik,konflik
mlbat,lambat
osangan,pasangan
uierabat,kerabat
uolonial,kolonial
egrbasis,berbasis
tung,patung
iakaian,pakaian
yujuh,tujuh
uaang,ajang
ontrak,kontrak
weaya,raya
oer,ekor
eimakamkan,dimakamkan
gban,beban
aetaran,dataran
wningkat,meningkat
cri,ciri
openulis,penulis
wuntungan,keuntungan
mjaksimum,maksimum
uajlan,jalan
lji,juli
lgok,blok
qagram,garam
it,tk
enedah,rendah
werkuasa,berkuasa
irabu,prabu
oilonial,kolonial
qpjak,pajak
umelepaskan,melepaskan
ukebanyakan,kebanyakan
ylar,layar
qatjam,tajam
qasukannya,pasukannya
nqgin,angin
iparlemen,parlemen
opndekatan,pendekatan
aewa,rawa
wbgitu,begitu
ekpulauan,kepulauan
resekutuan,persekutuan
opuih,putih
jelis,majelis
tgulu,bulu
ejndirikan,mendirikan
ugin,ingin
qamster,master
iwswa,siswa
akndungan,kandungan
qantai,rantai
wqnaknya,anaknya
ujpara,jepara
wemmproduksi,memproduksi
abmbu,bambu
aiknya,adiknya
kcepatan,kecepatan
ahnjar,banjar
gbru,biru
qwstatus,status
aat,zat
pnonton,penonton
uuran,ukuran
utayangkan,ditayangkan
mjengajar,mengajar
gatis,gratis
witrinya,istrinya
jakanannya,makanannya
wndiri,sendiri
ioperencanaan,perencanaan
pni,ini
opsikologi,psikologi
ioperangkat,perangkat
dlakukan,dilakukan
mtan,taman
mbentuk,membentuk
okum,kaum
jiung,jung
opemeran,pemeran
ragasan,gagasan
ejngelola,mengelola
iembap,lembap
wencana,bencana
uredit,kredit
rsbut,sebut
grus,harus
rsama,bersama
eterpilih,terpilih
erpjuangan,perjuangan
webrhak,berhak
oanjang,panjang
edak,demak
bkas,bekas
wsering,sering
yubuh,tubuh
bqdul,abdul
deiciptakan,diciptakan
rtnggal,tanggal
qnitia,panitia
jendapatkan,mendapatkan
iu,ini
eersisa,tersisa
ptri,putri
qen,en
iopertengahan,pertengahan
rtugal,portugal
rqkeologi,arkeologi
tbapak,bapak
aing,uang
irahim,ibrahim
jni,mini
ufat,sifat
plmak,lemak
oambang,lambang
wtrtutup,tertutup
uung,jung
dr,dari
tivis,aktivis
uristus,kristus
adgang,dagang
wed,de
ulji,juli
ikandungan,kandungan
uignifikan,signifikan
ielahirkan,dilahirkan
dcokelat,cokelat
ipemuda,pemuda
qwinetron,sinetron
utlisan,tulisan
wegonia,begonia
weningkat,meningkat
ikroasia,kroasia
wrel,rel
kcuali,kecuali
wqrtikel,artikel
lka,kala
irsiko,risiko
ujenjadi,menjadi
srta,serta
rpedator,predator
knvensi,konvensi
wenyakit,penyakit
wadiasi,radiasi
gbiasanya,biasanya
atpi,tapi
iebangkitan,kebangkitan
oprlahan,perlahan
uelap,gelap
saib,nasib
nustrumen,instrumen
mjengajarkan,mengajarkan
taematika,matematika
ceara,secara
uidalek,dialek
bgudaya,budaya
wgdung,gedung
qsi,aksi
ujra,juara
ujmendukung,mendukung
ngembalikan,mengembalikan
yukunya,bukunya
iewajiban,kewajiban
taresif,agresif
kaim,hakim
irban,korban
ew,se
iegenda,legenda
ault,laut
ilandasan,landasan
eibebasan,kebebasan
jlaksanakan,melaksanakan
etlak,letak
unya,ibunya
sakah,naskah
medi,komedi
uisngapura,singapura
erpcobaan,percobaan
qiaran,siaran
qagmbar,gambar
rlur,telur
nlak,lunak
qhrus,harus
tyukuman,hukuman
tringgal,tinggal
wdicatat,dicatat
lusi,solusi
jyor,mayor
yhaji,haji
yuulukan,julukan
jemicu,memicu
gli,lagi
jmna,mana
negisi,mengisi
wsetidaknya,setidaknya
yth,teh
aqgresif,agresif
ukekaisaran,kekaisaran
qhun,tahun
ediasi,radiasi
uls,lulus
umenuju,menuju
weroh,roh
iknker,kanker
uib,ibu
th,teh
olkeksi,koleksi
yhalus,halus
weknyataan,kenyataan
akya,kaya
oanggung,panggung
wshari,sehari
inpggiran,pinggiran
wbrarti,berarti
erbasis,berbasis
wslatan,selatan
knik,teknik
ujmerekam,merekam
laupun,walaupun
rhan,tuhan
jmalah,malah
ndia,hindia
iokrea,korea
bgakal,bakal
alndasan,landasan
hnagin,angin
imune,komune
mjemiliki,memiliki
meisahkan,memisahkan
wisebut,disebut
yupisi,puisi
wfat,sifat
wtks,teks
ombab,lembab
rtermasuk,termasuk
jmil,mil
hbi,babi
ioomba,lomba
ukandidat,kandidat
oengganti,pengganti
iopeninggalan,peninggalan
ollat,lalat
uyskup,uskup
wemngumumkan,mengumumkan
kespor,ekspor
eekade,dekade
rhingga,sehingga
uati,bupati
yuktub,kutub
ipohon,pohon
aqlam,alam
utsradara,sutradara
mberontakan,pemberontakan
reektif,efektif
rtgo,go
grvariasi,bervariasi
unternal,internal
eanau,danau
ikm,kim
nferensi,konferensi
qagentina,argentina
qwsenapan,senapan
ocok,cocok
ongajar,pengajar
orbatasan,perbatasan
espek,aspek
danya,adanya
wmbuktikan,membuktikan
hajing,anjing
ejngurangi,mengurangi
hsinyur,insinyur
enmgembalikan,mengembalikan
ujenuju,menuju
ipulang,pulang
qwspesies,spesies
ujmesin,mesin
agra,marga
opaa,pada
ekkayaan,kekayaan
otal,total
yumt,umat
ejngambil,mengambil
ar,agar
wmmbeli,membeli
wqrsitektur,arsitektur
enmgganggu,mengganggu
loos,los
wdministrasi,administrasi
openjelasan,penjelasan
wrktor,rektor
jembayar,membayar
iotngkok,tiongkok
iandingkan,dibandingkan
rtangerang,tangerang
bgesaran,besaran
dtulis,ditulis
wpesifik,spesifik
nyerah,menyerah
wekurangan,kekurangan
nfaat,manfaat
weak,sepak
enus,genus
gbisa,bisa
eaud,daud
ioerikanan,perikanan
tgbahaya,bahaya
vfariasi,variasi
ayi,bayi
iolemah,lemah
iperdamaian,perdamaian
uikamu,kamu
eikembangkan,dikembangkan
knis,teknis
iersatuan,persatuan
wpmilu,pemilu
wisten,asisten
umata,mata
qbdul,abdul
idnamakan,dinamakan
ponser,konser
urga,surga
qbb,bab
iin,ion
tgatas,batas
trujuh,tujuh
gberbagai,berbagai
hnbula,nebula
toongan,potongan
eyakinan,keyakinan
gbbak,babak
rejadi,terjadi
wpas,lepas
dei,ide
qakpasitas,kapasitas
qwidang,sidang
ukuala,kuala
rlihat,terlihat
jnyarankan,menyarankan
uonflik,konflik
etebal,tebal
kagamaan,keagamaan
ioperak,perak
lapa,kelapa
tyunik,unik
ipemimpinan,kepemimpinan
wditerbitkan,diterbitkan
gblakangan,belakangan
ekluar,keluar
tyerusalem,yerusalem
ebut,debut
epdartemen,departemen
qaak,agak
ekts,teks
prupsi,korupsi
wedokumen,dokumen
gean,agen
eknaikan,kenaikan
opmbuatan,pembuatan
redit,kredit
uidnyatakan,dinyatakan
thalus,halus
jembuktikan,membuktikan
embakan,tembakan
aktolik,katolik
ikompetisi,kompetisi
eirektur,direktur
ujasehi,masehi
tgbabak,babak
eormat,format
mimpin,memimpin
rterbukti,terbukti
qksar,kasar
elmaksanakan,melaksanakan
uiamera,kamera
riitikus,kritikus
uapten,kapten
iktika,ketika
aswh,sawah
werasul,rasul
ipengolahan,pengolahan
nambahan,penambahan
qwsesudah,sesudah
qaplembang,palembang
gbinu,ibnu
iganti,diganti
tbergerak,bergerak
iopembentukan,pembentukan
qwsuper,super
etntu,tentu
ejmaksa,memaksa
wsampah,sampah
tgaar,agar
ikar,akar
hnsib,nasib
iasng,siang
kiatedral,katedral
wrmanen,permanen
west,set
jmanga,manga
iopemerintah,pemerintah
hniversitas,universitas
wncetak,mencetak
eeim,rezim
iphak,pihak
yua,gua
uaterial,material
prlahan,perlahan
mtail,tamil
qalba,laba
ratai,partai
wrnyata,ternyata
dcara,cara
ejmbentang,membentang
qandidat,kandidat
iemukan,ditemukan
grharga,berharga
ipola,pola
hyukuman,hukuman
ioeta,peta
kolisi,polisi
ontoh,contoh
olngsung,langsung
suikal,musikal
rrategis,strategis
eterbatas,terbatas
wrguruan,perguruan
iotober,oktober
eepatan,kecepatan
aqnggaran,anggaran
uiordo,ordo
ipderoleh,diperoleh
wdimiliki,dimiliki
esni,seni
iopribadi,pribadi
uistrik,listrik
wedekade,dekade
wpserta,peserta
wmrayakan,merayakan
rdi,dari
weempat,keempat
wersegi,persegi
amkar,kamar
jmenduduki,menduduki
ibedakan,dibedakan
wetori,teori
iopotensi,potensi
swe,se
ipindah,pindah
uikeadaan,keadaan
jnuman,minuman
opoa,pola
oksih,kasih
bwng,bawang
auan,batuan
wsya,saya
gbnatang,binatang
wrlatif,relatif
osar,pasar
trni,tni
ujmengembalikan,mengembalikan
enmgubah,mengubah
otm,tom
akarta,jakarta
kdudukan,kedudukan
olmuwan,ilmuwan
mjemperluas,memperluas
qsektor,sektor
ipndok,pondok
tgbarisan,barisan
jmobil,mobil
loahraga,olahraga
tbinatang,binatang
weemokrasi,demokrasi
poensiun,pensiun
ungung,gunung
yluk,teluk
werilaku,perilaku
eombaca,pembaca
qitu,yaitu
qsyarakat,masyarakat
oprintah,perintah
osat,pesat
infederasi,konfederasi
ertlalu,terlalu
wemncetak,mencetak
hblai,balai
deihasilkan,dihasilkan
mpah,sampah
eyanyi,menyanyi
gbaah,bawah
ilaksanakan,dilaksanakan
weralatan,peralatan
hulat,bulat
gonia,begonia
trlalu,terlalu
aqhli,ahli
kiiran,pikiran
uilmuwan,ilmuwan
rgas,gas
ujenginginkan,menginginkan
ikmpanye,kampanye
iobinasi,kombinasi
tuilah,itulah
tgerkuasa,berkuasa
dcina,china
wmnit,menit
iajak,pajak
ktedral,katedral
amela,lamela
gbsarnya,besarnya
enmangkap,menangkap
rangan,ruangan
ukabel,kabel
uuh,buruh
wepnyiaran,penyiaran
twnis,etnis
rtrektor,rektor
erpgerakan,pergerakan
nembak,menembak
aul,paul
jenempuh,menempuh
uah,jauh
ndiia,india
jyung,ujung
istuasi,situasi
opngiriman,pengiriman
wesdikit,sedikit
iombil,mobil
edn,dna
oloitikus,politikus
rabsil,brasil
uasuk,masuk
ebrsenjata,bersenjata
trut,turut
isebabkan,disebabkan
bgumi,bumi
oksamana,laksamana
wsuai,sesuai
leaki,lelaki
akpasitas,kapasitas
juemaat,jemaat
loong,long
aijian,kajian
loebanon,lebanon
rfnomena,fenomena
wnang,menang
pkmputer,komputer
iormula,formula
opecah,pecah
eksuksesan,kesuksesan
eanggap,dianggap
yusantara,nusantara
trionghoa,tionghoa
yuatu,suatu
waas,atas
natai,lantai
ujandiri,mandiri
oindah,pindah
jmngakhiri,mengakhiri
erofesi,profesi
ldng,ladang
urte,rute
uhdrogen,hidrogen
uayu,kayu
fsik,fisik
swatelit,satelit
yujejak,jejak
agtas,batas
qgram,garam
uingkaran,lingkaran
atru,kartu
pomando,komando
oprdagangan,perdagangan
erterminal,terminal
yaam,ayam
tntutan,tuntutan
erbjudul,berjudul
wstem,sistem
opantai,pantai
ewsi,sesi
wepnyair,penyair
enampilan,penampilan
edologi,ideologi
rtansmisi,transmisi
wepmberian,pemberian
tudio,studio
esgi,segi
ipusat,pusat
wqalnya,awalnya
qsudaranya,saudaranya
hangsa,bangsa
juaringan,jaringan
wsialis,sosialis
jmmbuka,membuka
wtmbakan,tembakan
olpas,lepas
caam,macam
wisebabkan,disebabkan
saai,asasi
udri,diri
ukuning,kuning
tgugur,gugur
isiah,kisah
ierikan,diberikan
ngambilan,pengambilan
trerpisah,terpisah
lsu,palsu
elbas,belas
eglenda,legenda
uenarik,menarik
lsan,ulasan
eisn,mesin
wnyanyikan,menyanyikan
wadion,stadion
wserang,seorang
enpgolahan,pengolahan
uti,siti
weal,real
edsa,dosa
yuisrael,israel
wturan,aturan
gberdasarkan,berdasarkan
gnjarmasin,banjarmasin
etionghoa,tionghoa
wemngawali,mengawali
isem,sistem
weeor,seekor
edisampaikan,disampaikan
empberontakan,pemberontakan
oerlahan,perlahan
wereferensi,referensi
wseat,selat
riektur,direktur
opermaisuri,permaisuri
olmbah,lembah
ispor,ekspor
gerjalan,berjalan
gbrjarak,berjarak
othanes,yohanes
eortarungan,pertarungan
ipedang,pedang
jmnjawab,menjawab
jn,bin
wiharapkan,diharapkan
wmntal,mental
burahim,ibrahim
uikesadaran,kesadaran
poersyaratan,persyaratan
olagu,lagu
ropfesi,profesi
ioembantu,pembantu
anpdangan,pandangan
upra,pura
wdiciptakan,diciptakan
terbahasa,berbahasa
zim,rezim
uenemukan,menemukan
encderung,cenderung
jsuh,musuh
wmninggalkan,meninggalkan
welima,kelima
yabatannya,jabatannya
ujuni,juni
kosisi,oposisi
ylir,hilir
ysrakarta,surakarta
rkompetisi,berkompetisi
smi,resmi
ee,de
ihdrogen,hidrogen
ylmu,ilmu
usatria,austria
mbar,gambar
wqakibatnya,akibatnya
liaksanakan,dilaksanakan
eserta,beserta
qwerat,serat
wsealu,selalu
poerwakilan,perwakilan
gbarang,barang
ertujuan,bertujuan
jlintasi,melintasi
ljur,jalur
erfungsi,fungsi
enyelamatkan,menyelamatkan
smesta,semesta
yuangan,jangan
ijdelaskan,dijelaskan
enmyebut,menyebut
errhadap,terhadap
qdrat,darat
jm,me
gaan,badan
uacam,macam
mpung,lampung
ejngandung,mengandung
yumber,sumber
oa,bola
qapi,api
riktik,kritik
wset,aset
iopengikut,pengikut
swipil,sipil
deakan,ledakan
yuhbungannya,hubungannya
rah,sah
emahaman,pemahaman
qncaman,ancaman
jmngeluarkan,mengeluarkan
erulis,tulis
uikg,kg
gblok,blok
qhabat,sahabat
wpngertian,pengertian
eibangun,dibangun
wers,pers
loubang,lubang
rlum,filum
ndustri,industri
wling,saling
wedinominasikan,dinominasikan
wepndapat,pendapat
wia,asia
rerkenal,terkenal
iuklan,iklan
tyari,hari
ahga,naga
jnaklukkan,menaklukkan
kbangkitan,kebangkitan
jnerima,menerima
qbinet,kabinet
qsaudara,saudara
trsedia,tersedia
dcatat,dicatat
qwekor,ekor
ebrtahun,bertahun
unjg,jung
umembatasi,membatasi
tgatuan,batuan
ilokomotif,lokomotif
ipolitisi,politisi
qrapan,harapan
hii,ini
ewjarawan,sejarawan
uiang,siang
qstudio,studio
qwseksual,seksual
qwetuju,setuju
gbtina,betina
osan,pesan
qapjak,pajak
uakla,kuala
qngka,angka
qidang,sidang
qahlus,halus
ewtas,tewas
gbdi,budi
iopp,pop
rediri,berdiri
nogol,mongol
qingkat,singkat
werpusat,berpusat
webrdarah,berdarah
enghasilkan,menghasilkan
tgberusia,berusia
tersejarah,bersejarah
oltaknya,letaknya
iokus,fokus
iokal,lokal
eltur,telur
iobb,pbb
tahnya,ayahnya
endirian,pendirian
ipagi,pagi
repdator,predator
ahlus,halus
itgi,gigi
qaktif,aktif
uikenyataan,kenyataan
mdpak,dampak
erinspirasi,terinspirasi
tgakal,bakal
ujenutup,menutup
aqwak,awak
juakarta,jakarta
tbantuan,bantuan
wngusulkan,mengusulkan
ulntas,lintas
tpri,putri
ielompok,kelompok
ioayanan,layanan
ugantikan,digantikan
bgima,bima
noi,ini
akryat,rakyat
wendapat,pendapat
ikamp,kamp
jenghabiskan,menghabiskan
irmat,format
weominan,dominan
frinal,final
ibleral,liberal
wslam,selam
onghoa,tionghoa
jassa,massa
giologi,biologi
ouka,luka
wrver,server
pnduduk,penduduk
ykunya,bukunya
ertbanyak,terbanyak
tbelanda,belanda
wsnsus,sensus
abli,bali
gbertahan,bertahan
wejuang,pejuang
eean,depan
gku,baku
issanya,sisanya
qajaran,ajaran
hyadir,hadir
uenggabungkan,menggabungkan
jemasukkan,memasukkan
uidupnya,hidupnya
uietat,ketat
ngejar,mengejar
onteks,konteks
erpibumi,pribumi
edirebon,cirebon
gberawal,berawal
iomain,domain
wkr,ekor
yumrni,murni
wengisahkan,mengisahkan
ietu,situ
umam,imam
oaba,laba
wsuatu,sesuatu
qana,anda
egrlanjut,berlanjut
brtahan,bertahan
ujmemperoleh,memperoleh
qrsul,rasul
iastil,kastil
wbudayaan,kebudayaan
tbanjarmasin,banjarmasin
ole,el
rtujuan,bertujuan
reknologi,teknologi
wat,erat
ediumumkan,diumumkan
erfamili,famili
eormula,formula
qplembang,palembang
ioembangunan,pembangunan
wrat,surat
pncarian,pencarian
rdiri,terdiri
nejabat,menjabat
wdpan,depan
iksala,skala
olo,los
emnjalankan,menjalankan
mlihat,melihat
reeguler,reguler
umenjadikan,menjadikan
tsana,istana
olangkah,langkah
uti,jati
enerus,menerus
errminal,terminal
hyujan,hujan
tbal,tebal
enmang,menang
uketinggian,ketinggian
jmuara,muara
etingkatan,tingkatan
wsesies,spesies
jengangkat,mengangkat
prmasalahan,permasalahan
tubungan,hubungan
ujmenyerang,menyerang
rrancam,terancam
emmungkinkan,memungkinkan
irap,kerap
aqwal,awal
ierjalanan,perjalanan
swkala,skala
yulgaria,bulgaria
aafat,wafat
ndok,pondok
qprah,parah
qjringan,jaringan
qaegan,adegan
mngikuti,mengikuti
wdikenal,dikenal
fandi,candi
tgrun,gurun
reasi,rasi
uirde,orde
leanggaran,pelanggaran
tyarta,harta
irang,kurang
erpaturan,peraturan
iendekatan,pendekatan
qasio,rasio
uikewajiban,kewajiban
tmaosfer,atmosfer
iecelakaan,kecelakaan
uirlis,rilis
wpada,kepada
edentitas,identitas
uidterbitkan,diterbitkan
plitik,politik
aknan,kanan
trayang,tayang
telajar,belajar
jmmbedakan,membedakan
wlawan,melawan
pnemuan,penemuan
akmassar,makassar
bts,batas
aknya,anaknya
umusik,musik
prsekutuan,persekutuan
dropis,tropis
poajak,pajak
mjasuk,masuk
arhian,harian
qedikit,sedikit
ijnangkabau,minangkabau
amgnitudo,magnitudo
wbrbentuk,berbentuk
wkanisme,mekanisme
ywarat,syarat
gajir,banjir
poemegang,pemegang
ik,km
oputaran,putaran
ajgng,jagung
seehatan,kesehatan
qsmbil,sambil
ajlu,laju
wmnyukai,menyukai
inyatakan,dinyatakan
giya,biaya
dbagi,dibagi
rthtp,http
uccu,cucu
edgambarkan,digambarkan
oeak,perak
trubuhnya,tubuhnya
athap,tahap
obk,blok
kihususnya,khususnya
uiepulauan,kepulauan
ednyanyikan,dinyanyikan
erterkadang,terkadang
iususnya,khususnya
wmreka,mereka
ediri,diri
pleksi,koleksi
qjaran,ajaran
ioia,ia
umedis,medis
srya,surya
ikeuangan,keuangan
editarik,ditarik
gnteng,benteng
iecuali,kecuali
deipakai,dipakai
wartis,artis
tysarat,syarat
otpensial,potensial
ilangsung,langsung
mmpelajari,mempelajari
uidus,kudus
uomisi,komisi
ylus,halus
qsini,sini
wseingga,sehingga
epmbelajaran,pembelajaran
ierlukan,diperlukan
ioetunjuk,petunjuk
qaroki,paroki
aiu,riau
teapi,tetapi
uneral,mineral
ioa,ia
ipaksa,dipaksa
engajak,mengajak
gla,bola
yhkususnya,khususnya
tsdi,studi
iklamin,kelamin
mjahkota,mahkota
enpdiri,pendiri
ajtaram,mataram
edipublikasikan,dipublikasikan
aer,era
jusik,musik
oaternatif,alternatif
ortanian,pertanian
jmsehi,masehi
pjuang,pejuang
okleksi,koleksi
erjun,terjun
ertingkatan,tingkatan
arptai,partai
yinjil,injil
ertua,tua
rpikir,berpikir
wriwayat,riwayat
oengiriman,pengiriman
eogunungan,pegunungan
operjuangan,perjuangan
psu,isu
almpung,lampung
uietujuh,ketujuh
mjulia,mulia
iklah,kalah
qalau,walau
wmja,meja
enpdek,pendek
awwah,sawah
natai,pantai
ggian,bagian
etntara,tentara
wqarah,arah
oenyanyi,penyanyi
wekkalahan,kekalahan
unvasi,invasi
wenambah,menambah
atbavia,batavia
wmngelola,mengelola
rtunjukan,pertunjukan
ers,pers
ilakukan,lakukan
wengembangan,pengembangan
rtambaran,gambaran
mebangkit,pembangkit
jenikahi,menikahi
wemnikah,menikah
ejngoperasikan,mengoperasikan
weisode,episode
eselamatan,keselamatan
nta,mata
tgografis,geografis
wqngkasa,angkasa
opimer,primer
epndekatan,pendekatan
oemakaman,pemakaman
yktub,kutub
enmtal,mental
qwtadion,stadion
deosa,dosa
iostitusi,konstitusi
qsemarang,semarang
wraturan,peraturan
uioleh,oleh
egala,segala
rerjadi,terjadi
iktor,doktor
wmlihat,melihat
aartawan,wartawan
ujmenyatakan,menyatakan
wamudera,samudera
mspat,sempat
ansionalis,nasionalis
eecana,rencana
tyherbivora,herbivora
dahal,padahal
yumsikal,musikal
uenandatangani,menandatangani
aqudisi,audisi
ielaksanaan,pelaksanaan
erptanyaan,pertanyaan
jngatakan,mengatakan
wistrik,distrik
poilot,pilot
ierjemahkan,diterjemahkan
qalternatif,alternatif
geroperasi,beroperasi
uterapkan,diterapkan
ddirikan,didirikan
uwhu,suhu
wtmpat,tempat
wqwangsa,wangsa
olitisi,politisi
ioonsel,ponsel
dtra,citra
swempurna,sempurna
jars,mars
espaya,supaya
engendalikan,mengendalikan
eskitar,sekitar
oangeran,pangeran
ulihan,pilihan
eqna,sana
rdum,drum
wnggur,anggur
iopenulis,penulis
iodal,modal
ioprtugis,portugis
qrdar,radar
qstil,kastil
ows,pos
wedali,medali
yerbagi,berbagi
tyerak,gerak
aut,batu
ibandingkan,dibandingkan
omah,lemah
opersiapan,persiapan
qakndungan,kandungan
eklak,kelak
oam,kolam
utja,juta
oawan,lawan
uiejuaraan,kejuaraan
ujenghubungkan,menghubungkan
qapdi,padi
tiujukan,ditujukan
anga,naga
negiriman,pengiriman
uira,kira
uekanan,tekanan
gberagam,beragam
uiepemilikan,kepemilikan
atyang,tayang
wencapai,mencapai
imggu,minggu
mjaya,maya
rtas,kertas
wskutu,sekutu
uikurang,kurang
tantuan,bantuan
opekerja,pekerja
okus,fokus
kiandang,kandang
qakyat,rakyat
ikiah,kisah
fvariasi,variasi
uterbitkan,diterbitkan
mpil,tampil
irga,tiga
qsehari,sehari
wakibat,akibat
iamu,kamu
gbrtempur,bertempur
gbelajar,belajar
rtropis,tropis
uusan,utusan
wekreta,kereta
ikorupsi,korupsi
ek,tk
uibunya,ibunya
iebawakan,dibawakan
etembok,tembok
gtitar,gitar
unjaman,pinjaman
gtarapan,garapan
kereka,mereka
edrma,drama
wbrita,berita
alia,italia
wpnduduk,penduduk
frederasi,federasi
uirektur,direktur
krier,karier
iaporan,laporan
efungsi,fungsi
ebuka,dibuka
atmbang,tambang
tr,tari
wras,ras
yagal,gagal
rguruan,perguruan
ay,kaya
wmbuat,pembuat
wyah,ayah
esbagaimana,sebagaimana
erbang,gerbang
tumi,bumi
wmakai,memakai
wqapostolik,apostolik
ierencanaan,perencanaan
epjuang,pejuang
brisi,berisi
umjlah,jumlah
wengenai,mengenai
pps,pos
poerencanaan,perencanaan
tgenre,genre
uuman,hukuman
ndudukan,pendudukan
swuriah,suriah
eprsekutuan,persekutuan
wqs,as
itinggian,ketinggian
yukmbang,kumbang
jmmbawa,membawa
wpril,april
ujmenikah,menikah
oan,iman
silnya,hasilnya
eternyata,ternyata
rtiket,tiket
rerpisah,terpisah
qksih,kasih
qwemi,semi
reiam,meriam
wmngganggu,mengganggu
qwada,ada
ilainnya,lainnya
epof,prof
bgitu,begitu
tkivis,aktivis
opertempuran,pertempuran
iyjau,hijau
neior,senior
yaang,wayang
hyak,hak
yhailand,thailand
aqset,aset
jengenal,mengenal
ansional,nasional
ekeologi,arkeologi
aqrgentina,argentina
enegan,dengan
edsar,dasar
mjenyebabkan,menyebabkan
ntoh,contoh
qajm,jam
wrsisa,tersisa
wedaftar,daftar
oribadi,pribadi
uenjang,jenjang
juum,umum
uiu,isu
yunsiden,insiden
uasakan,masakan
iayangkan,ditayangkan
qwemua,semua
elpajar,pelajar
olami,alami
wqkar,akar
ioeraturan,peraturan
iisten,kristen
eprgi,pergi
aqjib,wajib
tndah,rendah
nlai,mulai
oklonel,kolonel
werpengaruh,berpengaruh
uampung,kampung
wmua,semua
iperkawinan,perkawinan
trta,rata
weisebutkan,disebutkan
weupa,rupa
ueskupan,keuskupan
ufngsi,fungsi
opmeriksaan,pemeriksaan
tgerhubungan,berhubungan
ekitis,kritis
jngizinkan,mengizinkan
wenerapkan,menerapkan
rte,teh
arw,rawa
wqang,wang
tgasis,basis
mjembahas,membahas
wsar,besar
iokntribusi,kontribusi
euntutan,tuntutan
ieneliti,peneliti
kiebanyakan,kebanyakan
iydup,hidup
swambil,sambil
yani,bani
manan,makanan
wsrius,serius
uengebor,mengebor
yn,n
ejngundurkan,mengundurkan
rtadisional,tradisional
wqjang,ajang
ei,sesi
gjala,gejala
nawarkan,menawarkan
jminahasa,minahasa
rtampak,tampak
qrt,art
gtua,gua
edatatan,catatan
otaknya,letaknya
wragam,beragam
tgberbahaya,berbahaya
euhan,tuhan
eilakukan,dilakukan
wkperluan,keperluan
grsih,bersih
yudal,rudal
ukut,ikut
alpsu,palsu
ajbi,jambi
qaan,awan
wemnonjol,menonjol
ertulis,tulis
gta,tiga
eetapi,tetapi
oni,koin
erasio,rasio
erfenomena,fenomena
wngan,dengan
pngganti,pengganti
ipenderita,penderita
skti,sakti
mnyelamatkan,menyelamatkan
caraa,acara
jmrs,mars
